OppName,Year,OppFPI,DukeFPI,FPI_diff,DukeFPI_NetChange,OppFPI_PrevYear,FPI_Diff_PrevYear,Site,Month,Date,Day,OnSaturday,Start_Time,Result,DukePts,OppPts,PointDiff,COVID_Limit,AttNum,AttPct,Renovated,MaxCapacity,DevilsDeck,Future_Game,UNC_Game,First_Game,First_Home_Game,Elko,Cutcliffe,Diaz,Weather,Rain,WeatherIndex,Temp,Humidity,City,State,ESPN_WinPred,TV_Coverage,Bowl,RegularSeason_PrevYear,SRS_PrevYear,SOS_PrevYear,Bowl_PrevYear,DukeRankGametime,OppRankGametime,OppRankSeasonEnd,DukeRankedGametime,OppRankedGametime,OppRankedSeasonEnd,1stSeedQB,SchoolBreak,NatlHoliday,ThanksgivingWeekend,LaborDayWeekend,Undefeated_All,Undefeated_Home,Game_After_Loss,Home_Game_After_Home_Loss,Win_Streak,Record_Past_2,Record_Past_3,Record_Past_4,Record_Past_5,Surface,NC_Opponent,TobaccoRoadGame,OppCityDist
Lafayette,2023,NA,8.9,NA,3.7,NA,NA,Home,9,9,Sat,1,18.000,W,42,7,35,0,17481,43.69813019,1,40004,0,0,0,0,0,1,0,0,Light Rain,1,4,74.3,88,Durham,NC,0.993,ACCNX,0,0.75,7.39,-1.84,1,21,NA,NA,1,0,0,1,0,0,0,0,1,1,0,0,3,2,3,3,4,Grass,0,0,380.61
Northwestern,2023,0.8,8.9,-8.1,3.7,-7.6,-12.9,Home,9,16,Sat,1,15.500,W,38,14,24,0,18141,45.3479652,1,40004,0,0,0,0,0,1,0,0,Fair,0,1,85.3,43,Durham,NC,0.698,ACCN,0,0.75,7.39,-1.84,1,21,NA,NA,1,0,0,1,0,0,0,0,1,1,0,0,4,2,3,4,4,Grass,0,0,629.97
Connecticut,2023,-15.7,8.9,-24.6,3.7,-14.7,-20,Away,9,23,Sat,1,15.500,W,41,7,34,0,29033,73,1,40004,0,0,0,0,0,1,0,0,Rain,1,5,62.6,72,East Hartford,CT,0.928,CBSSN,0,0.75,7.39,-1.84,1,18,NA,NA,1,0,0,1,0,0,0,0,1,1,0,,5,2,3,4,5,Grass,0,0,537.14
Notre Dame,2023,22.1,8.9,13.2,3.7,12.6,7.3,Home,9,30,Sat,1,19.500,L,14,21,-7,0,40768,101.909809,1,40004,0,0,0,0,0,1,0,0,Fair,0,1,66.6,81,Durham,NC,0.3,ABC,0,0.75,7.39,-1.84,1,17,11,15,1,1,1,1,0,0,0,0,1,1,0,0,6,2,3,4,5,Grass,0,0,557.63
North Carolina St.,2023,7.3,8.9,-1.6,3.7,6.5,1.2,Home,10,14,Sat,1,20.000,W,24,3,21,0,31833,79.57454255,1,40004,0,0,0,0,0,1,0,0,Cloudy,0,2,63.3,93,Durham,NC,0.774,ACCN,0,0.75,7.39,-1.84,1,17,NA,19,1,0,1,0,1,0,0,0,0,0,1,1,0,1,2,3,4,Grass,1,1,21.14
Florida St.,2023,16.8,8.9,7.9,3.7,15.5,10.2,Away,10,21,Sat,1,19.500,L,20,38,-18,0,79560,100,1,40004,0,0,0,0,0,1,0,0,Clear,0,0,66,68,Tallahassee,FL,0.19,ABC,0,0.75,7.39,-1.84,1,16,4,4,1,1,1,1,0,0,0,0,0,0,0,,1,1,2,3,4,Grass,0,0,493.91
Louisville,2023,10.9,8.9,2,3.7,10.7,5.4,Away,10,28,Sat,1,15.500,L,0,23,-23,0,52319,87,1,40004,0,0,0,0,0,1,0,0,Light Rain,1,4,64.2,75,Louisville,KY,0.482,ESPN,0,0.75,7.39,-1.84,1,20,18,16,1,1,1,1,0,0,0,0,0,0,1,,0,1,1,2,3,Turf,0,0,408.82
Wake Forest,2023,-1.7,8.9,-10.6,3.7,7.6,2.3,Home,11,2,Thu,0,19.500,W,24,21,3,0,18277,45.68793121,1,40004,0,0,0,0,0,1,0,0,Fair,0,1,43,60,Durham,NC,0.812,ESPN,0,0.75,7.39,-1.84,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,Grass,1,1,75.75
North Carolina,2023,8.7,8.9,-0.2,3.7,6.2,0.9,Away,11,11,Sat,1,20.000,L,45,47,-2,0,50500,99,1,40004,0,0,1,0,0,1,0,0,Overcast,0,3,54,61,Chapel Hill,NC,0.36,ACCN,0,0.75,7.39,-1.84,1,NA,24,NA,0,1,0,0,0,0,0,0,0,0,0,,1,1,1,2,2,Turf,1,1,10.42
Virginia,2023,-5.1,8.9,-14,3.7,-4,-9.3,Away,11,18,Sat,1,15.000,L,27,30,-3,0,36400,59,1,40004,0,0,0,0,0,1,0,0,Clear,0,0,61.2,21,Charlottesville,VA,0.798,CW,0,0.75,7.39,-1.84,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,,0,1,1,1,2,Grass,0,0,142.54
Pittsburgh,2023,-0.5,8.9,-9.4,3.7,7.9,2.6,Home,11,25,Sat,1,12.000,W,30,19,11,0,17639,44.09309069,1,40004,0,0,0,0,0,1,0,0,Fair,0,1,49.3,42,Durham,NC,0.788,ACCN,0,0.75,7.39,-1.84,1,NA,NA,NA,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,Grass,0,0,312.94
Troy,2023,5.8,8.9,-3.1,3.7,1.9,-3.4,Neutral,12,23,Sat,1,11.000,W,17,10,7,0,20023,43,1,40004,0,0,0,0,0,1,0,0,,,,,,Birmingham,AL,0.565,ABC,1,0.75,7.39,-1.84,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,,1,1,1,2,2,Turf,0,0,497.83
Elon,2024,NA,3.7,NA,-5.2,NA,NA,Home,8,30,Fri,0,19.500,W,26,3,23,0,18466,52.73288023,1,35018,1,0,0,1,1,0,0,1,,0,,,,Durham,NC,0.933,ACCN,0,0.666666666,9.02,3.1,1,NA,NA,,0,0,0,1,0,0,0,1,NA,NA,NA,,2,2,2,2,3,Grass,1,0,34.79
Northwestern,2024,-5,3.7,-8.7,-5.2,0.8,-8.1,Away,9,6,Fri,0,21.000,W,26,20,6,0,11062,,1,35018,1,0,0,0,0,0,0,1,,,,,,Evanston,IL,0.49,FS1,0,0.666666666,9.02,3.1,1,NA,NA,,0,0,0,1,0,0,0,0,1,1,0,,3,2,3,3,3,,0,0,629.97
Connecticut,2024,-3.3,3.7,-7,-5.2,-15.7,-24.6,Home,9,14,Sat,1,18.000,W,26,21,5,0,20174,57.61037181,1,35018,1,0,0,0,0,0,0,1,Light Rain,1,4,,,Durham,NC,0.756,ACCNX,0,0.666666666,9.02,3.1,1,NA,NA,,0,0,0,1,0,0,0,0,1,1,0,0,4,2,3,4,4,Grass,0,0,537.14
Middle Tenn. St.,2024,-19.4,3.7,-23.1,-5.2,-10.4,-19.3,Away,9,21,Sat,1,16.000,W,45,17,28,0,15209,,1,35018,1,0,0,0,0,0,0,1,,,,,,Murfreesboro,TN,0.82,ESPNU,0,0.666666666,9.02,3.1,1,NA,NA,,0,0,0,1,0,0,0,0,1,1,0,,5,2,3,4,5,,0,0,419.21
North Carolina,2024,2.6,3.7,-1.1,-5.2,8.7,-0.2,Home,9,28,Sat,1,16.000,W,21,20,1,0,35018,100,1,35018,1,0,1,0,0,0,0,1,,0,,,,Durham,NC,0.652,ESPN2,0,0.666666666,9.02,3.1,1,NA,NA,,0,0,0,1,0,0,0,0,1,1,0,0,6,2,3,4,5,Grass,1,1,10.42
Georgia Tech,2024,7.4,3.7,3.7,-5.2,4.1,-4.8,Away,10,5,Sat,1,20.000,L,14,24,-10,0,37287,,1,35018,1,0,0,0,0,0,0,1,,,,,,Atlanta,GA,0.291,ACCN,0,0.666666666,9.02,3.1,1,NA,NA,,0,0,0,1,0,0,0,0,1,1,0,,7,2,3,4,5,,0,0,347.61
Florida St.,2024,-3.9,3.7,-7.6,-5.2,16.8,7.9,Home,10,18,Fri,0,19.000,W,23,16,7,0,30735,87.7691473,1,35018,1,0,0,0,0,0,0,1,,0,,,,Durham,NC,0.601,ESPN2,0,0.666666666,9.02,3.1,1,NA,NA,,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2,3,4,Grass,0,0,493.91
SMU,2024,16.4,3.7,12.7,-5.2,11.9,3,Home,10,26,Sat,1,20.000,L,27,28,-1,0,30241,86.35844423,1,35018,1,0,0,0,0,0,0,1,,0,,,,Durham,NC,0.224,ACCN,0,0.666666666,9.02,3.1,1,NA,22,,0,1,1,1,0,0,0,0,0,1,0,0,1,1,2,3,4,Grass,0,0,1043.28
Miami (Fla.),2024,17.3,3.7,13.6,-5.2,10.1,1.2,Away,11,2,Sat,1,12.000,L,31,53,-22,0,60189,,1,35018,1,0,0,0,0,0,0,1,,,,,,Miami Gardens,FL,0.086,ABC,0,0.666666666,9.02,3.1,1,NA,5,,0,1,1,1,0,0,0,0,0,0,1,,0,1,1,2,3,,0,0,716.28
North Carolina St.,2024,0.4,3.7,-3.3,-5.2,7.3,-1.6,Away,11,9,Sat,1,15.500,W,29,19,10,0,56919,,1,35018,1,0,0,0,0,0,0,1,,,,,,Raleigh,NC,0.558,ACCN,0,0.666666666,9.02,3.1,1,NA,NA,,0,0,0,1,0,0,0,0,0,0,1,,0,0,1,1,2,,1,1,21.14
Virginia Tech,2024,8.9,3.7,5.2,-5.2,5.1,-3.8,Home,11,23,Sat,1,20.000,W,31,28,3,0,22462,64.14415443,1,35018,1,0,0,0,0,0,0,1,,0,,,,Durham,NC,0.393,ACCN,0,0.666666666,9.02,3.1,1,NA,NA,,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2,2,Grass,0,0,119.79
Wake Forest,2024,-5.1,3.7,-8.8,-5.2,-1.7,-10.6,Away,11,30,Sat,1,12.000,W,23,17,6,0,24776,,1,35018,1,0,0,0,0,0,0,1,,,,,,Winston-Salem,NC,0.696,ACCN,0,0.666666666,9.02,3.1,1,NA,NA,,0,0,0,1,1,0,1,0,0,0,0,,2,2,2,2,3,,1,1,75.75
Ole Miss,2025,20.6,3.7,16.9,-5.2,16.4,7.5,Neutral,1,2,Thu,0,19.500,,,,,0,,,1,35018,1,1,0,0,0,0,0,1,,,,,,Jacksonville,FL,0.169,ESPN,1,,,,,NA,14,,0,1,1,1,0,0,0,0,0,0,0,,3,2,3,3,3,,0,0,
Illinois,2025,,,,,5.2,1.5,Home,9,6,Sat,1,,,,,,0,,,1,35018,,1,0,1,1,0,0,1,,,,,,,,,,,0.75,5.76,0.76,1,,,,,,,,,,0,0,,,,,,,,,,,0,0,579.52
Georgia Tech,2025,,,,,7.4,3.7,Home,,,,,,,,,,0,,,1,35018,,1,0,0,0,0,0,1,,,,,,,,,,,0.75,5.76,0.76,1,,,,,,,,,,,,,,,,,,,,,,0,0,347.61
North Carolina St.,2025,,,,,0.4,-3.3,Home,,,,,,,,,,0,,,1,35018,,1,0,0,0,0,0,1,,,,,,,,,,,0.75,5.76,0.76,1,,,,,,,,,,,,,,,,,,,,,,1,1,21.14
Virginia,2025,,,,,-5.1,-14,Home,,,,,,,,,,0,,,1,35018,,1,0,0,0,0,0,1,,,,,,,,,,,0.75,5.76,0.76,1,,,,,,,,,,,,,,,,,,,,,,0,0,142.54
Wake Forest,2025,,,,,-5.1,-8.8,Home,,,,,,,,,,0,,,1,35018,,1,0,0,0,0,0,1,,,,,,,,,,,0.75,5.76,0.76,1,,,,,,,,,,,,,,,,,,,,,,1,1,75.75
Tulane,2025,,,,,,,Away,9,13,Sat,1,,,,,,0,,,1,35018,,1,0,0,0,0,0,1,,,,,,,,,,,0.75,5.76,0.76,1,,,,,,,,,,0,0,,,,,,,,,,,0,0,
Connecticut,2025,,,,,,,Away,11,8,Sat,1,,,,,,0,,,1,35018,,1,0,0,0,0,0,1,,,,,,,,,,,0.75,5.76,0.76,1,,,,,,,,,,0,0,,,,,,,,,,,0,0,537.14
California,2025,,,,,,,Away,,,,,,,,,,0,,,1,35018,,1,0,0,0,0,0,1,,,,,,,,,,,0.75,5.76,0.76,1,,,,,,,,,,,,,,,,,,,,,,0,0,
Clemson,2025,,,,,,,Away,,,,,,,,,,0,,,1,35018,,1,0,0,0,0,0,1,,,,,,,,,,,0.75,5.76,0.76,1,,,,,,,,,,,,,,,,,,,,,,0,0,239.73
North Carolina,2025,,,,,,,Away,,,,,,,,,,0,,,1,35018,,1,1,0,0,0,0,1,,,,,,,,,,,0.75,5.76,0.76,1,,,,,,,,,,,,,,,,,,,,,,1,1,10.42
Syracuse,2025,,,,,,,Away,,,,,,,,,,0,,,1,35018,,1,0,0,0,0,0,1,,,,,,,,,,,0.75,5.76,0.76,1,,,,,,,,,,,,,,,,,,,,,,0,0,
